var	exp	num_vo	type_vo	pap	model_time	zond_num	latitude	longitude	altitude	pitch_ange	yaw_angle	roll_angle	pitch_vel	yaw_vel	roll_vel	X	Y	Z	Vx	Vy	Vz	Ax	Ay	Az
1	1	2	-1	-1	0.913218	-1	1.008006607099266	0.7951547188914003	10000.00271706935	0	0	0	0	0	0	2392182.924310253	2439323.278475934	5379657.823683253	258.6565004153362	-65.95708830814209	-84.5368398012767	-0.005633617488983698	-0.01581257550149292	-0.004899947189785701
1	1	1	-1	-1	1.014672	-1	0.9944524033656394	0.7608745149032891	10000.00167535618	0	0	0	0	0	0	2527212.477967522	2406202.874252843	5332945.482615981	257.2571789453864	-47.75999453149738	-99.68814774651824	-0.004945596744060367	-0.01439782751487708	-0.0058651820201617
1	1	2	-1	-1	1.014672	-1	1.008004091886729	0.7951478637094154	10000.00309822615	0	0	0	0	0	0	2392209.16602156	2439316.586795167	5379649.247060212	258.6559302875792	-65.95867722571661	-84.53734451644122	-0.005601428019534033	-0.0154658952022076	-0.005071652680051511
1	1	1	-1	-1	1.116099	-1	0.9944494999621359	0.7608683533477741	10000.00176313613	0	0	0	0	0	0	2527238.570708535	2406198.029865366	5332935.371444709	257.2566777336487	-47.76140518594001	-99.68876530836097	-0.004943132192614627	-0.01409958901619172	-0.006001308255802055
1	1	2	-1	-1	1.116099	-1	1.008001577356493	0.7951410103624024	10000.00332845468	0	0	0	0	0	0	2392235.400623373	2439309.896552605	5379640.672602193	258.6553671741055	-65.96019180740068	-84.53788570426674	-0.005571300413407932	-0.01514138178544775	-0.005232398491586843
1	1	1	-1	-1	1.217526	-1	0.9944465965411736	0.7608621918471976	10000.00197698455	0	0	0	0	0	0	2527264.663449548	2406193.185477889	5332925.260273437	257.256176521911	-47.76281584038262	-99.6893828702037	-0.004940667641168886	-0.01380135051750635	-0.006137434491442409
1	1	2	-1	-1	1.217526	-1	1.007999062804964	0.7951341570699199	10000.00368471351	0	0	0	0	0	0	2392261.635225186	2439303.206310043	5379632.098144173	258.6548040606317	-65.96170638908472	-84.53842689209226	-0.005541172807281832	-0.0148168683686879	-0.005393144303122176
1	1	1	-1	-1	1.318953	-1	0.9944436931217192	0.7608560303715842	10000.00211361703	0	0	0	0	0	0	2527290.75610885	2406188.340868191	5332915.148997779	257.2556756986012	-47.76418010012512	-99.69002160555281	-0.004938285394088505	-0.01351632938769672	-0.006267501541230519
1	1	2	-1	-1	1.318953	-1	1.007996548255386	0.7951273038021233	10000.00396382995	0	0	0	0	0	0	2392287.869735921	2439296.515828989	5379623.52359358	258.6542456192099	-65.96317059365822	-84.53899302998029	-0.005512449403959696	-0.01450732610789713	-0.005546435296001901
1	1	1	-1	-1	1.420407	-1	0.9944407889208403	0.7608498672966167	10000.00228064228	0	0	0	0	0	0	2527316.855675559	2406183.494864169	5332905.034981314	257.2551749249535	-47.76552286724146	-99.690670485431	-0.004935941285108039	-0.01323745887388974	-0.006394748830445899
1	1	2	-1	-1	1.420407	-1	1.00799403302608	0.7951204487504699	10000.00427339505	0	0	0	0	0	0	2392314.111187412	2439289.823454571	5379614.946716823	258.6536892300585	-65.96461145616172	-84.53957107214644	-0.005484379851691331	-0.01420475411632566	-0.00569625525048049
1	1	1	-1	-1	1.521834	-1	0.9944378854814101	0.760843705907272	10000.00250395946	0	0	0	0	0	0	2527342.948268381	2406178.650077371	5332894.923618959	257.254674410346	-47.76685044269319	-99.69132596584647	-0.0049336305143297	-0.01296291155182638	-0.006520049040186553
1	1	2	-1	-1	1.521834	-1	1.00799151845224	0.795113595568214	10000.00463921204	0	0	0	0	0	0	2392340.345624392	2439283.132783487	5379606.372088848	258.6531344800181	-65.96603587479171	-84.54015691341131	-0.005456757638069694	-0.013907064973871	-0.005843663456029464
1	1	1	-1	-1	1.623261	-1	0.994434982046443	0.7608375445382197	10000.00259909313	0	0	0	0	0	0	2527369.040759141	2406173.805026485	5332884.812119774	257.2541743542126	-47.76812394158987	-99.69200613716689	-0.004931438999497119	-0.01270385331702228	-0.006638374873769182
1	1	2	-1	-1	1.623261	-1	1.007989003884014	0.7951067424059399	10000.00487695262	0	0	0	0	0	0	2392366.579948868	2439276.441829119	5379597.797337707	258.652585165366	-65.96740174726891	-84.54077174605766	-0.005430738907649943	-0.01362688208281008	-0.005982425292245795
1	1	1	-1	-1	1.724688	-1	0.9944320785940174	0.760831383224103	10000.00282029063	0	0	0	0	0	0	2527395.133249901	2406168.959975599	5332874.700620588	257.2536742980793	-47.76939744048656	-99.69268630848728	-0.004929247484664538	-0.01244479508221819	-0.006756700707351811
1	1	2	-1	-1	1.724688	-1	1.007986489294496	0.7950998892981938	10000.00524072349	0	0	0	0	0	0	2392392.814273343	2439269.750874752	5379589.222586566	258.6520358507139	-65.9687676197461	-84.54138657870399	-0.005404720177230192	-0.01334669919174915	-0.006121187128462125
1	1	1	-1	-1	1.826115	-1	0.9944291751420032	0.7608252219366813	10000.00294307806	0	0	0	0	0	0	2527421.225650662	2406164.114702966	5332864.588995421	257.2531746185015	-47.7706264346138	-99.69338679314384	-0.004927160036004631	-0.01219830614978327	-0.0068692008986811
1	1	2	-1	-1	1.826115	-1	1.007983974705663	0.7950930362167583	10000.00550616719	0	0	0	0	0	0	2392419.048499647	2439263.059682604	5379580.647720619	258.6514909912598	-65.97008547878019	-84.54202519009554	-0.005380054708394027	-0.01308081617439211	-0.006252853477966882
1	1	1	-1	-1	1.927569	-1	0.9944262709055652	0.7608190590546793	10000.00311734062	0	0	0	0	0	0	2527447.324967318	2406159.268066753	5332854.474636621	257.2526749311651	-47.77184095192532	-99.69409422125702	-0.004925106648022219	-0.0119559326287317	-0.006979793207971766
1	1	2	-1	-1	1.927569	-1	1.007981459433454	0.7950861813561861	10000.00582313538	0	0	0	0	0	0	2392445.28967688	2439256.366630157	5379572.070533843	258.6509474687314	-65.97138771753646	-84.5426718811995	-0.005355832819746092	-0.01281961905940066	-0.006382194649023246
1	1	1	-1	-1	2.028996	-1	0.9944233674313788	0.7608128978569936	10000.00332498457	0	0	0	0	0	0	2527473.417301045	2406154.422633232	5332844.362915574	257.2521755213724	-47.77303802394827	-99.69480927939448	-0.00492310069656015	-0.0117185169754826	-0.007088147604099472
1	1	2	-1	-1	2.028996	-1	1.007978944817732	0.7950793283636625	10000.00617345888	0	0	0	0	0	0	2392471.523830458	2439249.675265505	5379563.495580007	258.6504058006714	-65.97267119612081	-84.54332752079421	-0.005332115158439865	-0.01256398270164182	-0.006508795136798137
1	1	1	-1	-1	2.130423	-1	0.9944204639567352	0.7608067366873746	10000.0034272382	0	0	0	0	0	0	2527499.509542085	2406149.576982024	5332834.251059673	257.2516764726897	-47.77419232563926	-99.69554386735483	-0.004921211874816043	-0.01149332477745649	-0.007190985291012692
1	1	2	-1	-1	2.130423	-1	1.007976430201677	0.7950724753987545	10000.00641848892	0	0	0	0	0	0	2392497.75788392	2439242.983667473	5379554.920502001	258.6498684036835	-65.97390867815628	-84.54400594331804	-0.005309640937164909	-0.01232206328230774	-0.006628635477035918
1	1	1	-1	-1	2.23185	-1	0.9944175604646339	0.7608005755726884	10000.00365555845	0	0	0	0	0	0	2527525.601783125	2406144.731330817	5332824.139203771	257.2511774240071	-47.77534662733026	-99.69627845531518	-0.004919323053071935	-0.01126813257943037	-0.007293822977925914
1	1	2	-1	-1	2.23185	-1	1.007973915564332	0.7950656224883723	10000.00678954832	0	0	0	0	0	0	2392523.991937384	2439236.29206944	5379546.345423995	258.6493310066955	-65.97514616019173	-84.54468436584192	-0.005287166715889953	-0.01208014386297366	-0.0067484758172737
1	1	1	-1	-1	2.333304	-1	0.9944146561987941	0.7607944128465639	10000.00376429316	0	0	0	0	0	0	2527551.700871645	2406139.884169406	5332814.024507973	257.2506786018301	-47.7764588958029	-99.6970325654287	-0.004917516098789056	-0.01105492041146049	-0.007391193316251401
1	1	2	-1	-1	2.333304	-1	1.007971400256861	0.7950587677818672	10000.00704116467	0	0	0	0	0	0	2392550.232869178	2439229.598453935	5379537.767925715	258.6487976787756	-65.97633859750991	-84.54538543936036	-0.005265959572639185	-0.01185166293219045	-0.00686162945194442
1	1	1	-1	-1	2.434731	-1	0.9944117526920327	0.7607882518097397	10000.00394554995	0	0	0	0	0	0	2527577.792992988	2406135.038249991	5332803.912471743	257.2501799906788	-47.77756164571505	-99.69779068454669	-0.0049157275671772	-0.01084438751788387	-0.007487340887650906
1	1	2	-1	-1	2.434731	-1	1.007968885601979	0.7950519149483869	10000.00736525841	0	0	0	0	0	0	2392576.466794544	2439222.906568366	5379529.192680202	258.6482654102699	-65.97752083414834	-84.54609122077478	-0.005245035369691486	-0.01162618398873474	-0.006973289534634704
1	1	1	-1	-1	2.536158	-1	0.9944088491750216	0.7607820908164568	10000.0041372925	0	0	0	0	0	0	2527603.885068144	2406130.19223173	5332793.800363708	257.249681534428	-47.77864582929693	-99.69855728146989	-0.00491399758332316	-0.01063906997803553	-0.00758108900694774
1	1	2	-1	-1	2.536158	-1	1.007966370934749	0.7950450621579489	10000.0076998705	0	0	0	0	0	0	2392602.700670909	2439216.214576812	5379520.617367491	258.6477349827402	-65.97868324747263	-84.54680682060228	-0.005224661061131956	-0.01140662244302463	-0.00708202949441878
1	1	1	-1	-1	2.637585	-1	0.9944059456535635	0.7607759298575442	10000.00424646586	0	0	0	0	0	0	2527629.977059927	2406125.346035041	5332783.688126056	257.2491833577889	-47.77969649869628	-99.69933918172484	-0.004912373284341203	-0.01044316670121313	-0.007670505862366894
1	1	2	-1	-1	2.637585	-1	1.007963856262372	0.7950382094013076	10000.00795199722	0	0	0	0	0	0	2392628.934458822	2439209.522393945	5379512.041933481	258.6472078783665	-65.97980987762614	-84.54754014369995	-0.005205279369885921	-0.01119774242376669	-0.007185498324661255
1	1	1	-1	-1	2.739012	-1	0.9944030421146488	0.7607697689535615	10000.00448170584	0	0	0	0	0	0	2527656.06905171	2406120.499838351	5332773.575888404	257.2486851811498	-47.78074716809563	-99.70012108197979	-0.004910748985359246	-0.01024726342439073	-0.007759922717786048
1	1	2	-1	-1	2.739012	-1	1.007961341568705	0.7950313566991906	10000.0083301561	0	0	0	0	0	0	2392655.168246734	2439202.830211078	5379503.466499471	258.6466807739927	-65.98093650777966	-84.54827346679762	-0.005185897678639886	-0.01098886240450876	-0.007288967154903729
1	1	1	-1	-1	2.840466	-1	0.9944001378006593	0.760763606440288	10000.00457615219	0	0	0	0	0	0	2527682.16788263	2406115.652133531	5332763.46078836	257.24818720438	-47.78175813722275	-99.70092144250506	-0.004909199965699538	-0.01006268374304836	-0.007844176699928519
1	1	2	-1	-1	2.840466	-1	1.007958826203406	0.7950245022029204	10000.00856768154	0	0	0	0	0	0	2392681.408905957	2439196.136012859	5379494.888622084	258.6461574734539	-65.98202088737276	-84.5490280571843	-0.005167681931064672	-0.01079257084351216	-0.007386181337665035
1	1	1	-1	-1	2.941893	-1	0.9943972342439973	0.7607574456190441	10000.00476424117	0	0	0	0	0	0	2527708.259754914	2406110.805692353	5332753.348359548	257.2476894005099	-47.78276398262649	-99.70172380634335	-0.004907660551778159	-0.009879534514235446	-0.007927778453509076
1	1	2	-1	-1	2.941893	-1	1.007956311488547	0.7950176495823962	10000.00889879093	0	0	0	0	0	0	2392707.642568121	2439189.443567769	5379486.31300803	258.6456347911102	-65.98309981157479	-84.54978500548479	-0.005149613235577972	-0.01059786686073856	-0.007482606816941522
1	1	1	-1	-1	3.04332	-1	0.9943943306771806	0.7607512848411899	10000.00493988302	0	0	0	0	0	0	2527734.351571948	2406105.959142987	5332743.235840037	257.2471917593809	-47.78375047680861	-99.70253500368915	-0.004906171774934092	-0.009701866994185189	-0.008008900605303758
1	1	2	-1	-1	3.04332	-1	1.007953796761541	0.7950107970046568	10000.00921750162	0	0	0	0	0	0	2392733.876172588	2439182.751006588	5379477.737308078	258.6451140122173	-65.98415822311404	-84.55055211168383	-0.005132110661543948	-0.010409273770218	-0.007575996618658588
1	1	1	-1	-1	3.144747	-1	0.9943914271027022	0.7607451241027857	10000.00505579915	0	0	0	0	0	0	2527760.443314872	2406101.112448504	5332733.123198861	257.2466943365439	-47.78471101435554	-99.70335804980277	-0.004904750919804043	-0.009531552328499464	-0.008086696759384403
1	1	2	-1	-1	3.144747	-1	1.007951282025509	0.795003944465695	10000.00947656203	0	0	0	0	0	0	2392760.109699663	2439176.058289688	5379469.161492905	258.6445957865058	-65.98518912012659	-84.55133284311395	-0.005115367450835191	-0.010228877485241	-0.007665314534042659
1	1	1	-1	-1	3.246201	-1	0.994388522737826	0.760738961779334	10000.00529786292	0	0	0	0	0	0	2527786.542003453	2406096.264463825	5332723.007865689	257.2461967812922	-47.78567180759882	-99.70418131501233	-0.0049033296864405	-0.009361192324827074	-0.008164513622902974
1	1	2	-1	-1	3.246201	-1	1.007948766598753	0.7949970901571224	10000.00986177288	0	0	0	0	0	0	2392786.350210138	2439169.363791178	5379460.583394839	258.6440774228419	-65.98622029156529	-84.55211378237578	-0.005098619783061854	-0.01004843317853711	-0.007754656225972574
1	1	1	-1	-1	3.347628	-1	0.9943856191423716	0.7607328011287684	10000.00537776295	0	0	0	0	0	0	2527812.633631521	2406091.417553873	5332712.895031447	257.2456996752319	-47.7865948005464	-99.70502150432856	-0.00490196152256934	-0.009201385344083093	-0.008237466338358795
1	1	2	-1	-1	3.347628	-1	1.007946251837689	0.7949902377046817	10000.01008492149	0	0	0	0	0	0	2392812.583618128	2439162.670842919	5379452.007395946	258.6435628804613	-65.98721153997457	-84.55291415470577	-0.0050829602163762	-0.00987987735872687	-0.007838181268152535
1	1	1	-1	-1	3.449055	-1	0.9943827155300046	0.7607266405322715	10000.00557251927	0	0	0	0	0	0	2527838.725255121	2406086.570635536	5332702.782189692	257.2452025814984	-47.78751633252034	-99.70586236073849	-0.00490059540907402	-0.009041987249059334	-0.008310230581006243
1	1	2	-1	-1	3.449055	-1	1.00794373705602	0.7949833853058854	10000.01042289473	0	0	0	0	0	0	2392838.817021484	2439155.977885657	5379443.431389905	258.6430484814103	-65.9882012455371	-84.55371529132242	-0.005067342817548576	-0.009711782287136088	-0.007921480892160429
1	1	1	-1	-1	3.550482	-1	0.9943798119073396	0.7607204799793899	10000.00573188812	0	0	0	0	0	0	2527864.816814423	2406081.723601503	5332692.669237502	257.2447056518577	-47.788418245267	-99.70671217573084	-0.004899309985174827	-0.008888118852549812	-0.008380466941280544
1	1	2	-1	-1	3.550482	-1	1.007941222262134	0.7949765329499631	10000.01072554663	0	0	0	0	0	0	2392865.05035862	2439149.284804063	5379434.855278337	258.6425359938211	-65.98917030920984	-84.55452664787457	-0.005052313843109689	-0.009549796292439001	-0.008001702780997091
1	1	1	-1	-1	3.651909	-1	0.9943769082744423	0.7607143194700186	10000.00585439336	0	0	0	0	0	0	2527890.908308838	2406076.876450713	5332682.556173862	257.2442088878149	-47.78930035884694	-99.70757103146998	-0.004898105990923325	-0.008739830870659515	-0.00844815223449134
1	1	2	-1	-1	3.651909	-1	1.007938707456114	0.7949696806368071	10000.01099139452	0	0	0	0	0	0	2392891.283628928	2439142.591596998	5379426.279060276	258.6420254352248	-65.99011854167394	-84.55534831809526	-0.005037878689844375	-0.009393975404559184	-0.008078818706949983
1	1	1	-1	-1	3.753363	-1	0.9943740038515354	0.7607081573750222	10000.00609311927	0	0	0	0	0	0	2527917.006744892	2406072.028002779	5332672.44041119	257.2437120008891	-47.79018158145958	-99.70843062997753	-0.004896903494561152	-0.008591820504207136	-0.008515711738244525
1	1	2	-1	-1	3.753363	-1	1.007936191959868	0.7949628265534385	10000.01137347333	0	0	0	0	0	0	2392917.523878524	2439135.896600849	5379417.700552575	258.6415148501653	-65.99106584694377	-84.55617079140438	-0.005023472270174333	-0.009238465556676061	-0.008155781633298127
1	1	1	-1	-1	3.85479	-1	0.9943711001958678	0.7607019969563231	10000.00616832729	0	0	0	0	0	0	2527943.098120132	2406067.180646094	5332662.327138769	257.2432155190288	-47.79102974166298	-99.70930499201073	-0.004895754342493955	-0.008453095851645569	-0.008579059847324049
1	1	2	-1	-1	3.85479	-1	1.007933677126775	0.7949559743294246	10000.01159214042	0	0	0	0	0	0	2392943.757026864	2439129.203172301	5379409.124134295	258.6410075924905	-65.99197850259851	-84.55701008569756	-0.005010019606206003	-0.00909327655036549	-0.00822766401155213
1	1	1	-1	-1	3.956217	-1	0.9943681965227461	0.7606958365925476	10000.006369601	0	0	0	0	0	0	2527969.189495372	2406062.333289409	5332652.213866349	257.2427190371685	-47.79187790186638	-99.71017935404392	-0.004894605190426759	-0.008314371199084002	-0.008642407956403572
1	1	2	-1	-1	3.956217	-1	1.007931162272395	0.7949491221599301	10000.01193683874	0	0	0	0	0	0	2392969.990175204	2439122.509743752	5379400.547716015	258.6405003348157	-65.99289115825326	-84.55784937999073	-0.004996566942237674	-0.008948087544054921	-0.008299546389806133
1	1	1	-1	-1	4.057644	-1	0.9943652928389993	0.7606896762729034	10000.00651254691	0	0	0	0	0	0	2527995.280797278	2406057.485810931	5332642.100463116	257.2422227170944	-47.79270655130864	-99.71106262144632	-0.004893492803125218	-0.008181091370488267	-0.008703256733957554
1	1	2	-1	-1	4.057644	-1	1.007928647405525	0.7949422700336592	10000.01222329214	0	0	0	0	0	0	2392996.223248932	2439115.816184038	5379391.971171888	258.6399949710005	-65.99378344946678	-84.55869875775207	-0.0049836414748485	-0.008808966165031098	-0.008368484506317045
1	1	1	-1	-1	4.159071	-1	0.9943623891429852	0.7606835159999848	10000.00664150529	0	0	0	0	0	0	2528021.372043483	2406052.638239947	5332631.986960522	257.2417265199034	-47.79352038152157	-99.71195265284462	-0.004892408340182407	-0.008051947110688866	-0.008762207165939003
1	1	2	-1	-1	4.159071	-1	1.00792613252405	0.7949354179533271	10000.01249581017	0	0	0	0	0	0	2393022.45626599	2439109.122524698	5379383.394532174	258.6394910456501	-65.9946602730457	-84.55955579432415	-0.004971116435046328	-0.008674453399661702	-0.008435186334369528
1	1	1	-1	-1	4.260524999999999	-1	0.9943594846575921	0.76067735414048	10000.00686553121	0	0	0	0	0	0	2528047.47022286	2406047.78935879	5332621.870743295	257.2412302158525	-47.79433135966199	-99.71284432278101	-0.004891332089974355	-0.007923626655828185	-0.00882078410906155
1	1	2	-1	-1	4.260524999999999	-1	1.00792361695318	0.7949285641017502	10000.01286341622	0	0	0	0	0	0	2393048.696253812	2439102.427062206	5379374.815587732	258.6389872813996	-65.99553414257163	-84.56041463862393	-0.004958683657204688	-0.008540853795653726	-0.008501431645662891
1	1	1	-1	-1	4.361952	-1	0.9943565809367733	0.7606711939614463	10000.00694713183	0	0	0	0	0	0	2528073.561350021	2406042.941597548	5332611.757024782	257.2407342617807	-47.79511561737371	-99.71374786117741	-0.004890329553259362	-0.007802752510853843	-0.008875984088201602
1	1	2	-1	-1	4.361952	-1	1.00792110204228	0.7949217121135802	10000.01308869664	0	0	0	0	0	0	2393074.929150415	2439095.733197687	5379366.238739723	258.638486201263	-65.99638024928919	-84.56128689727745	-0.004947079855402081	-0.00841548602430521	-0.008563563015313028
1	1	1	-1	-1	4.463379	-1	0.9943536771985017	0.7606650338373339	10000.00715479814	0	0	0	0	0	0	2528099.652477181	2406038.093836306	5332601.643306268	257.2402383077089	-47.79589987508544	-99.71465139957381	-0.004889327016544369	-0.007681878365879503	-0.008931184067341658
1	1	2	-1	-1	4.463379	-1	1.007918587110093	0.7949148601799282	10000.01344000921	0	0	0	0	0	0	2393101.162047017	2439089.039333168	5379357.661891715	258.6379851211265	-65.99722635600673	-84.56215915593098	-0.004935476053599473	-0.008290118252956696	-0.008625694384963169
1	1	1	-1	-1	4.564806	-1	0.9943507734491382	0.7606588737580888	10000.00728118885	0	0	0	0	0	0	2528125.743521979	2406033.245948243	5332591.529436073	257.2397425095628	-47.79666502419596	-99.7155636639479	-0.004888391194675796	-0.007566378024432042	-0.008983938175270195
1	1	2	-1	-1	4.564806	-1	1.007916072164995	0.7949080082900398	10000.01371014211	0	0	0	0	0	0	2393127.39486071	2439082.345331677	5379349.084897026	258.6374858726515	-65.99805268348194	-84.56304120239695	-0.004924395767193942	-0.008170508403699865	-0.008684881393642319
1	1	1	-1	-1	4.666259999999999	-1	0.9943478689129293	0.7606527120882818	10000.00741653144	0	0	0	0	0	0	2528151.841465693	2406028.396697982	5332581.412787817	257.2392466675695	-47.79741957610189	-99.71648110341334	-0.004887492833389387	-0.007453884409188343	-0.009035323829522752
1	1	2	-1	-1	4.666259999999999	-1	1.007913556533856	0.7949011546246297	10000.01398930606	0	0	0	0	0	0	2393153.634610748	2439075.649470811	5379340.505536222	258.6369875265987	-65.99886805096718	-84.56392901609851	-0.004913608441470433	-0.008054121304712909	-0.008742419896239476
1	1	1	-1	-1	4.767687	-1	0.9943449651337039	0.7606465521109133	10000.00762567855	0	0	0	0	0	0	2528177.932443209	2406023.548707454	5332571.298793171	257.2387509952271	-47.79816943201699	-99.71740035136961	-0.004886592637387368	-0.007342679601169886	-0.009086129965185003
1	1	2	-1	-1	4.767687	-1	1.007911041552852	0.7948943028352236	10000.01434223726	0	0	0	0	0	0	2393179.867356813	2439068.955358596	5379331.928421108	258.6364897421714	-65.99967857267977	-84.56481888681355	-0.004902958206409482	-0.00793915818183539	-0.00879926793753791
1	1	1	-1	-1	4.869114	-1	0.9943420613439055	0.7606403921775913	10000.00771356001	0	0	0	0	0	0	2528204.023322532	2406018.700571094	5332561.18461512	257.2382555013403	-47.79889800526652	-99.7183293176987	-0.004885682622888503	-0.007237434973553483	-0.009134257086987441
1	1	2	-1	-1	4.869114	-1	1.007908526559744	0.7948874510885466	10000.01457403041	0	0	0	0	0	0	2393206.100004504	2439062.261088611	5379323.351128264	258.6359939888678	-66.0004671792054	-84.56571961521604	-0.00489294344193579	-0.007830790297487301	-0.008852919453726991
1	1	1	-1	-1	4.970541	-1	0.9943391575366551	0.7606342322991878	10000.00792750716	0	0	0	0	0	0	2528230.114201856	2406013.852434735	5332551.07043707	257.2377600074535	-47.79962657851605	-99.7192582840278	-0.004884772608389637	-0.007132190345937079	-0.00918238420878988
1	1	2	-1	-1	4.970541	-1	1.00790601154535	0.7948805993963861	10000.014931852	0	0	0	0	0	0	2393232.332652196	2439055.566818627	5379314.773835419	258.6354982355642	-66.00125578573105	-84.56662034361852	-0.004882928677462098	-0.007722422413139211	-0.008906570969916068
